,t0,t1,t2,t31,t32,t33,x0,x1,x2,x31,x32,x33,sigma1,sigma2,sigma3
102000,-1894.62088,148.1928009,165.6260064,14612.77866,NaN,NaN,-0.075823425,-0.440315562,-1.177835893,-0.468649195,NaN,NaN,0.310806548,NaN,NaN
103000,-2094.307979,208.64041,89.9798176,14209.99494,NaN,NaN,-0.027520708,-0.57184404,0.972461749,2.329258466,NaN,NaN,0.31434648,NaN,NaN
104000,-1976.609995,167.5428836,205.0925178,13955.64962,NaN,NaN,0.074034829,-0.819747197,-0.79870001,0.699663893,NaN,NaN,0.338471079,NaN,NaN
105000,-2034.526492,357.1940308,212.9387829,13905.15095,NaN,NaN,-0.088827052,-0.504945833,-0.390754415,2.66323085,NaN,NaN,0.297548523,NaN,NaN
106000,-1811.26842,151.8132701,138.9667365,13494.01574,NaN,NaN,0.088311551,-0.626163223,-0.655843926,0.17331626,NaN,NaN,0.366741624,NaN,NaN
107000,-1814.735388,157.9091609,0.160816885,13756.75412,NaN,NaN,0.117484733,-0.625817074,-1.45115015,-0.088344813,NaN,NaN,0.388907392,NaN,NaN
108000,-1709.31855,132.7563838,-36.82324227,13453.93348,NaN,NaN,0.061390914,-0.546753162,-1.574090995,0.781136231,NaN,NaN,0.359294771,NaN,NaN
109000,-1716.500917,112.2071397,47.17896653,13653.49307,NaN,NaN,-0.00413154,-0.30440878,-1.130342857,1.793252545,NaN,NaN,0.359980356,NaN,NaN
110000,-1579.330678,104.6164625,-111.7671868,12135.36138,NaN,NaN,0.181818188,-0.109082972,0.31147034,1.12866546,NaN,NaN,0.380676845,NaN,NaN
111000,-1539.665423,156.1185245,-250.8795356,12186.75949,NaN,NaN,0.131313689,-0.244692778,-2.222091301,2.142120073,NaN,NaN,0.362630145,NaN,NaN
112000,-1572.789635,212.0682752,-196.0252862,11516.21076,NaN,NaN,0.294847338,-0.613617407,0.354399537,-0.698896698,NaN,NaN,0.382850799,NaN,NaN
113000,-1469.300757,271.6356133,-24.45867115,12079.67864,NaN,NaN,0.068686123,0.116195702,-0.478670473,2.083966698,NaN,NaN,0.343256371,NaN,NaN
114000,-1685.901168,104.7562509,-5.731905029,13142.71872,NaN,NaN,0.146566939,-0.564800959,0.109650254,-0.609521139,NaN,NaN,0.377571435,NaN,NaN
115000,-1742.8597,146.965685,21.4847556,12040.95727,NaN,NaN,0.199995082,0.083123953,1.410145092,2.505973353,NaN,NaN,0.373431356,NaN,NaN
