,Pressure1,Pressure2,Pressure3
56,1.410268371,48.84119735,912.3917791
57,0.767387008,94.4687913,712.5236539
58,1.004398632,81.08237274,871.6377289
59,0.823793801,20.50354855,926.5847707
60,0.619121251,20.57451274,875.5392171
61,0.463030245,14.97968353,801.4788072
62,0.283626216,20.99124431,839.4689753
63,1.26576014,21.46459634,676.8392348
64,0.857479462,39.63976704,838.247891
65,0.856615622,62.20148877,930.6829353
66,0.775719585,62.14214161,907.0885621
67,0.859487908,57.4468583,836.075453
68,0.728403115,62.48964471,715.1409077
69,0.833256853,68.59722686,826.5551545
70,0.846823056,60.28851793,663.641213
71,0.86760276,61.79351506,840.4743407
72,0.865540785,63.24533789,793.0493101
73,0.864210578,64.69843219,669.0119067
74,0.85652162,64.72256905,778.9443531
75,1.024476797,62.54348037,866.1976566
76,1.634041758,83.64972412,735.6175295
77,0.853565907,157.615132,795.0647705
78,0.842322424,21.59968694,912.1754097
79,0.796172632,22.64076815,880.8280105
80,0.817319497,22.03853197,896.0691806
81,0.769112909,22.17723973,661.2792934
82,0.789292996,42.11554024,819.2229447
83,0.847027801,31.68713192,793.6899163
84,0.708220339,12.83047705,943.4423114
85,0.5691594,94.61013207,911.8994049
86,0.9171869,52.31495635,933.9386962
87,0.854478426,66.69079344,705.9695652
88,0.804955634,40.04112565,732.3107082
89,0.90166196,11.07801521,838.9262892
90,0.463233848,39.52597938,838.4390764
91,1.168236088,49.46045292,874.2260187
92,1.512947791,75.78222637,934.2167526
93,0.828139885,23.27070745,753.06093
94,0.168638112,175.046762,860.3969164
95,5.368967038,94.10580797,774.5797258
96,1.542566502,85.7364361,761.9188378
97,1.335447293,81.38429411,860.4844742
98,1.106563604,74.3530007,706.1262252
99,0.87443117,190.0019663,909.8223761
100,2.35929362,134.1175771,856.1423284
101,1.623636287,146.0374312,901.2070902
102,1.491584647,91.14651338,897.0115036
103,0.884564858,181.3414129,765.3704865
104,1.964612028,91.44985441,727.8997246
105,0.900294727,43.518021,706.8385337
106,1.041142296,85.95524914,712.3909223
107,1.256149319,40.13842829,705.1694755
108,0.982146698,80.33675796,823.0624443
109,1.353561687,68.56748496,746.8043303
110,1.233233416,-4.652133867,724.2482721
111,0.783644931,20.0530411,817.4907968
112,0.965112225,21.16697534,806.5777323
113,1.094950551,40.43175088,654.4509674
114,0.671068317,12.63408003,870.2830807
115,0.307821724,27.33782083,783.2903405
116,0.318807174,27.60869675,928.3170412
117,0.308370364,11.64173734,904.2932464
118,0.73254453,-21.41241454,760.0017194
119,0.302254527,12.10314398,771.1200593
120,0.308370364,58.44772137,874.3798494
121,0.335597298,52.93493626,875.4039343
122,0.29543388,53.19931459,857.0480424
123,0.600061942,52.86928534,656.0136875
124,1.050886809,53.02158825,942.9083901
125,1.058434558,53.70629077,827.4007945
126,1.051216286,95.88259971,813.9517674
127,1.02394827,82.0512559,801.2067506
128,1.043485423,24.77308632,685.718614
129,1.622975305,26.89741636,914.3179751
130,1.714252463,34.82400091,722.4505234
131,0.704368716,35.17250588,769.3421751
132,0.746250714,38.47289267,683.8316148
133,0.723895549,27.7971099,660.6702967
134,0.722481727,30.57144837,774.5582194
135,0.99773646,17.57078173,847.4470713
136,0.848504226,34.62821348,937.4310905
137,0.829207375,39.49117239,687.013942
138,0.856976119,38.3405082,935.9249483
139,0.820953789,42.13322595,791.4163211
140,0.754862304,21.18790819,874.1060422
141,0.687086666,50.82849829,877.3894833
142,0.649222236,72.42953606,894.3046962
143,0.852166949,61.80765146,698.5873199
144,1.349750676,23.87256637,662.5156599
145,0.678564598,29.72527147,721.2100069
146,0.847341499,29.11864164,757.8898005
147,1.205821309,-38.92350653,916.8762327
148,0.605198132,-13.45203197,808.9356873
149,0.997201706,59.23603845,801.9364466
150,0.890715693,38.54411768,933.4632151
151,-4.212566552,68.57721886,724.0556965
152,0.327090934,98.13381189,858.0824631
153,1.190137387,62.19480654,889.8805243
154,0.818566163,38.59837449,908.4088726
155,1.206932754,68.02134047,777.1556912
156,1.609892946,98.15047057,891.4454655
157,1.184185527,60.83833857,910.536236
158,0.819524981,39.29883422,888.7091133
159,1.200080041,70.11393696,925.6355971
160,1.610596918,100.1557071,808.4464658
161,1.186106986,53.97621271,820.5863787
162,0.805866908,33.39203529,931.7032801
163,1.202801928,58.04234527,651.9986133
164,1.610452732,78.71536889,654.5936616
165,1.236933847,49.43089695,775.8277665
166,0.891508633,39.2273506,936.899065
167,1.266028687,69.73867394,689.1447885
168,1.627969769,97.89800487,940.1268395
169,1.222491169,89.39873677,846.7563973
170,0.803690512,36.26316992,887.4539564
171,1.214387352,55.77644704,785.2887321
172,1.61242161,81.33946808,944.6728457
173,1.310427943,46.34932028,749.5431735
174,0.877479338,36.22965929,777.4730364
175,1.198446536,60.73887993,763.3344068
176,1.610972227,80.61221747,935.6074366
177,1.209837701,74.06468542,754.100375
178,0.87820119,34.80039369,794.9661608
179,1.283493168,56.72770743,844.1876225
180,1.616982955,77.99341659,828.3424243
181,1.239201837,56.4094734,914.0951539
182,0.870028004,33.54591342,857.0281949
183,1.220585972,56.52213499,799.0842832
184,1.584488442,77.41326136,935.6159276
185,1.244295611,53.4401634,652.14191
186,0.897933935,37.18955541,693.6618534
187,1.252604337,64.27557881,880.8044487
188,1.629316129,90.37371976,837.6080431
189,1.1857874,61.18914219,744.9603649
190,0.816362228,-0.323100425,748.1015462
191,1.202169609,15.34340099,707.0608382
192,1.592972396,30.8533327,943.6823878
193,1.200905915,46.22460802,682.1691671
194,0.453765873,61.22201397,795.1672157
195,0.640076888,76.11373864,871.535116
196,0.828833376,39.54924779,745.391934
197,1.019871717,71.24656498,824.2270101
198,1.213791512,101.6304175,920.3622521
199,1.410867794,44.73274892,865.6448355
200,0.806051468,35.39421882,786.5656114
201,1.207380762,59.83924248,808.355386
202,1.611955868,78.93862901,859.6855821
203,1.224114542,55.86083831,819.8164571
204,0.87029629,23.3209036,916.6818671
205,1.272028397,63.13758318,794.560027
206,1.608237021,101.7654798,838.2727539
207,1.219967899,72.34167506,751.9643041
208,0.734461998,-23.72448984,918.5953701
209,1.228271604,-18.18557836,657.8862113
210,1.742666052,-3.040375587,919.220807
211,1.237817874,-4.094717114,821.8677224
212,0.413990786,-2.417036444,823.8993028
213,0.38509813,-0.572035548,719.5272651
